Tipo;Nome;Lat;Lon
Burger King;Burger King Paredes;41.20516408451985;-8.325729790649282
Burger King;Burger King Parque Nascente Gondomar;41.1746356363797;-8.566053308156482
Burger King;Burger King Penafiel;41.19546863025617;-8.296283141450472
Burger King;Burger King Pombal;39.92049552456418;-8.629167718837717
Burger King;Burger King Portalegre;39.27869463317607;-7.433628205026682
Burger King;Burger King Portimão;37.148077761595175;-8.547470665862955
Burger King;Burger King Porto Alto;38.922170949248375;-8.883003007340973
Burger King;Burger King Prio Povoa;41.39261684569594;-8.754297844868983
Burger King;Burger King Quinta do Conde;38.57236268160434;-9.036437646190285
Burger King;Burger King Quinta do Marquês;38.696764102322426;-9.325892954818382
Burger King;Burger King Rio Tinto;41.17315950990976;-8.555347925372184
Burger King;Burger King Santa Maria da Feira;40.92583468030158;-8.559786883011718
Burger King;Burger King Santarem;39.24399246636187;-8.691614173173534
Burger King;Burger King Santo Tirso;41.3370080951224;-8.47841930997246
Burger King;Burger King Sao Joao Porto;41.18320357063851;-8.598739976400516
Burger King;Burger King Setubal;38.53447130449587;-8.867648726715574
Burger King;Burger King Sao Joao Madeira;40.887801725238994;-8.491422762448124
Burger King;Burger King Sol Maia Sul;41.236719913830285;-8.65144627489865
Burger King;Burger King Sol Matosinhos Sul;41.20448138362501;-8.63957763315019
Burger King;Burger King Sol Vilar Paraiso Sul;41.085462423643456;-8.619141250158915
Burger King;Burger King Telheiras;38.76788830019101;-9.170667162327364
Burger King;Burger King Torres Vedras;39.10189324271405;-9.2532802699608
Burger King;Burger King V. N. Cerveira;41.94455932876574;-8.740876875617628
Burger King;Burger King Valongo;41.197693062734395;-8.491366019141063
Burger King;Burger King Vasco Gama;38.76727689734663;-9.0964591164043
Burger King;Burger King Verdemilho Fs;40.61910868455053;-8.654656689174107
Burger King;Burger King Vila Conde;41.3639983874695;-8.747231548132861
Burger King;Burger King Vila Franca de Xira Fs;38.974429386799166;-8.980387809122407
Burger King;Burger King Vila Real;41.29699323991603;-7.73507734306863
Burger King;Burger King Viseu;40.67302481762022;-7.916165248193815
Burger King;Burger King Vizela;41.371271859359425;-8.31113417775803
