Nome;Lat;Lon;DISTRITO;GRUPONATUREZA;ENSINOS
Escola Secundária Dr. Jorge Augusto Correia, Tavira;37.120174;-7.6531286;Faro;Público;DE
Escola Básica São Vicente, Vila do Bispo;37.082188;-8.913792;Faro;Público;CD
Conservatório Regional de Vila Real de Santo António;37.190502;-7.412966;Faro;Privado;M
Escola de Hotelaria e Turismo de Vila Real de Sto. António;37.194364;-7.418754;Faro;Público;O
Escola Básica D. José I, Vila Real de Santo António;37.19142;-7.419281;Faro;Público;CD
Escola Básica de Monte Gordo, Vila Real de Santo António;37.182873;-7.453345;Faro;Público;ABCD
Escola Básica Infante D. Fernando, Vila Nova de Cacela, Vila Real de Santo António;37.174435;-7.535534;Faro;Público;CD
Escola Secundária de Vila Real de Santo António;37.19735;-7.421054;Faro;Público;DE
Escola Básica e Secundária Padre José Augusto da Fonseca, Aguiar da Beira;40.822052;-7.5391235;Guarda;Público;CDE
Escola Básica e Secundária de Vilar Formoso, Almeida;40.60142;-6.832669;Guarda;Público;ABCDE
Escola Básica e Secundária Dr. José Casimiro Matias, Almeida;40.719105;-6.8981876;Guarda;Público;ABCDE
Escola Básica e Secundária Sacadura Cabral, Celorico da Beira;40.632164;-7.3953643;Guarda;Público;CDE
Escola Básica n.º 2 de Figueira de Castelo Rodrigo;40.892883;-6.9583483;Guarda;Público;BCD
Escola Secundária de Figueira de Castelo Rodrigo;40.89251;-6.962084;Guarda;Público;DE
Escola Básica e Secundária de Fornos de Algodres;40.61534;-7.5455585;Guarda;Público;CDE
Instituto de Gouveia - Escola Profissional - Lda;40.48786;-7.591044;Guarda;Privado;DO
Escola Básica de Gouveia;40.49176;-7.603545;Guarda;Público;BCD
Escola Básica de Vila Nova de Tazem, Gouveia;40.508495;-7.7048492;Guarda;Público;ABCD
Escola Secundária de Gouveia;40.49034;-7.5955276;Guarda;Público;DE
Conservatório de Música de São José da Guarda;40.542725;-7.2637653;Guarda;Privado;M
Ensiguarda - Escola Profissional da Guarda;40.538036;-7.2736306;Guarda;Privado;O
Escola Regional Dr. José Dinis da Fonseca, Arrifana;40.566555;-7.226586;Guarda;Privado;ABCD
Escola Básica de Santa Clara, Guarda;40.537643;-7.2700953;Guarda;Público;CD
Escola Secundária Afonso de Albuquerque, Guarda;40.536587;-7.2750435;Guarda;Público;DE
Escola Básica Carolina Beatriz Ângelo, Guarda;40.55664;-7.232094;Guarda;Público;CD
Escola Básica de São Miguel, Guarda;40.54901;-7.250097;Guarda;Público;CD
Escola Básica e Secundária da Sé, Guarda;40.53424;-7.2613354;Guarda;Público;CDE
Escola Profissional de Hotelaria de Manteigas;40.406643;-7.533032;Guarda;Privado;O
Escola Básica e Secundária de Manteigas;40.403942;-7.53793;Guarda;Público;CDE
Escola Básica e Secundária de Meda;40.97278;-7.2617955;Guarda;Público;BCDE
Escola Básica n.º 2 de Pinhel;40.77397;-7.072459;Guarda;Público;CD
Escola Secundária de Pinhel;40.773476;-7.0744767;Guarda;Público;DE
Escola Regional Dr. José Dinis da Fonseca, Cerdeira;40.51254;-7.046936;Guarda;Privado;CD
Escola Secundária de Sabugal;40.35475;-7.083902;Guarda;Público;DE
Conservatório de Música de Seia - (Collegium Musicum);40.419846;-7.702602;Guarda;Privado;M
Escola Profissional da Serra da Estrela;40.420074;-7.698226;Guarda;Privado;DO
Externato Evaristo Nogueira;40.403114;-7.717223;Guarda;Privado;CDE
Escola Básica de Tourais-Paranhos, Seia;40.470943;-7.7639704;Guarda;Público;BCD
Escola Básica Dr. Abranches Ferrão, Seia;40.426796;-7.7012506;Guarda;Público;BCD
Escola Secundária de Seia;40.410507;-7.708554;Guarda;Público;DE
Escola Básica Dr. Guilherme Correia de Carvalho, Seia;40.41212;-7.7149076;Guarda;Público;CD
Escola Básica Dr. Reis Leitão, Loriga, Seia;40.326176;-7.6908236;Guarda;Público;ABCD
Escola Profissional de Trancoso;40.780766;-7.349295;Guarda;Privado;O
Escola Básica de Trancoso;40.77197;-7.35788;Guarda;Público;BCD
Escola Básica de Vila Franca das Naves, Trancoso;40.722363;-7.255043;Guarda;Público;BCD
Escola Secundária Gonçalo Anes Bandarra, Trancoso;40.77264;-7.355483;Guarda;Público;DE
Escola Básica e Secundária Tenente Coronel Adão Carrapatoso, Vila Nova de Foz Côa;41.08152;-7.1447654;Guarda;Público;ABCDE
Academia de Música de Alcobaça;39.547458;-8.982448;Leiria;Privado;M
Escola Profissional de Agricultura e Desenvolvimento Rural de Cister, Alcobaça;39.541714;-8.970928;Leiria;Público;DO
Externato Cooperativo da Benedita;39.42697;-8.982008;Leiria;Privado;DE
Escola Básica da Benedita, Alcobaça;39.426666;-8.98366;Leiria;Público;CD
Escola Básica de Pataias, Alcobaça;39.675007;-8.998332;Leiria;Público;CD
Escola Básica e Secundária D. Pedro I, Alcobaça;39.551014;-8.970118;Leiria;Público;CDE
Escola Básica Frei Estevão Martins, Alcobaça;39.554276;-8.977398;Leiria;Público;CD
Escola Secundária D. Inês de Castro, Alcobaça;39.5414727;-8.972885;Leiria;Público;E
Escola Básica e Secundária de São Martinho do Porto, Alcobaça;39.515953;-9.127644;Leiria;Público;CDE
Escola Tecnológica e Profissional de Sicó;39.82148;-8.377769;Leiria;Privado;O
Escola Básica e Secundária Dr. Manuel Ribeiro Ferreira, Alvaiázere;39.81947;-8.379142;Leiria;Público;CDE
Escola Tecnológica e Profissional de Sicó (Sede);39.923244;-8.360215;Leiria;Privado;O
Escola Básica e Secundária Dr. Pascoal José de Mello, Ansião;39.91163;-8.432514;Leiria;Público;CDE
Escola Básica n.º 2 de Avelar, Ansião;39.92384;-8.367712;Leiria;Público;CD
Colégio de S. Mamede;39.626648;-8.714889;Leiria;Privado;ABCD
Escola Básica e Secundária da Batalha;39.660973;-8.817751;Leiria;Público;BCDE
Escola Básica e Secundária Fernão do Pó, Bombarral;39.269375;-9.163244;Leiria;Público;CDE
Colégio Frei Cristóvão;39.32065;-9.04115;Leiria;Privado;CD
Colégio Rainha D. Leonor;39.40654;-9.150731;Leiria;Privado;BCDE
Conservatório das Caldas da Rainha - Lugar da Música;39.396746;-9.127748;Leiria;Privado;M
Escola de Dança das Caldas da Rainha;39.403871;-9.140628;Leiria;Privado;M
Escola de Hotelaria e Turismo do Oeste (Pólo das Caldas da Rainha);39.402214;-9.143838;Leiria;Público;O
Escola Técnica Empresarial do Oeste;39.401432;-9.141782;Leiria;Privado;O
Escola Básica D. João II, Caldas da Rainha;39.4109;-9.13291;Leiria;Público;CD
Escola Básica de Santa Catarina, Caldas da Rainha;39.443317;-9.013541;Leiria;Público;ABCD
Escola Secundária Rafael Bordalo Pinheiro, Caldas da Rainha;39.408735;-9.132042;Leiria;Público;DE
Escola Básica de Santo Onofre, Caldas da Rainha;39.39741;-9.141165;Leiria;Público;BCD
Escola Secundária Raul Proença, Caldas da Rainha;39.411346;-9.145459;Leiria;Público;DE
Escola Básica Dr. Bissaya Barreto, Castanheira de Pêra;40.010723;-8.206186;Leiria;Público;CD
Escola Básica José Malhoa, Figueiró dos Vinhos;39.90451;-8.272331;Leiria;Público;BCD
Escola Secundária de Figueiró dos Vinhos;39.90295;-8.281088;Leiria;Público;DE
Colégio Conciliar de Maria Imaculada;39.73125;-8.807982;Leiria;Privado;ABCD
Colégio de Nossa Senhora de Fátima;39.745274;-8.810852;Leiria;Privado;ABCD
Colégio Dinis de Melo;39.806725;-8.867622;Leiria;Privado;CDE
Colégio Dr. Luís Pereira da Costa;39.895718;-8.836847;Leiria;Privado;CDE
Colégio Senhor dos Milagres;39.788715;-8.791177;Leiria;Privado;CD
Conservatório de Música da Caranguejeira;39.730057;-8.703321;Leiria;Privado;M
Conservatório Internacional de Ballet e Dança Annarella Sanchez;39.762074;-8.823139;Leiria;Privado;M
Escola de Artes SAMP;39.741077;-8.777425;Leiria;Privado;M
Escola de Dança Diogo de Carvalho;39.756335;-8.803996;Leiria;Privado;M
Escola de Dança do Orfeão de Leiria;39.747177;-8.814918;Leiria;Privado;M
Escola de Música do Orfeão de Leiria;39.747177;-8.814918;Leiria;Privado;M
Escola Monsenhor José Galamba de Oliveira;39.758396;-8.808002;Leiria;Privado;E
Escola Profissional de Leiria;39.73249;-8.796146;Leiria;Privado;O
Escola Secundária Afonso Lopes Vieira, Leiria;39.76326;-8.823976;Leiria;Público;DE
Escola Secundária Francisco Rodrigues Lobo, Leiria;39.739918;-8.814322;Leiria;Público;E
INETESE - Instituto para o Ensino e Formação;39.743731;-8.812988;Leiria;Privado;O
Escola Básica de Santa Catarina da Serra, Leiria;39.666412;-8.682677;Leiria;Público;BCD
Escola Básica Dr. Correia Alexandre, Caranguejeira, Leiria;39.747196;-8.6978;Leiria;Público;CD
Escola Básica D. Dinis, Leiria;39.738735;-8.81373;Leiria;Público;CD
Escola Básica de Colmeias, Leiria;39.799303;-8.706091;Leiria;Público;BCD
Escola Básica n.º 2 de Marrazes, Leiria;39.764725;-8.806204;Leiria;Público;CD
Escola Básica José Saraiva, Leiria;39.726307;-8.813759;Leiria;Público;CD
Escola Secundária Domingos Sequeira, Leiria;39.74626;-8.813313;Leiria;Público;E
Escola Básica Dr. Correia Mateus, Leiria;39.745773;-8.792931;Leiria;Público;ABCD
Escola Básica e Secundária Henrique Sommer, Maceira, Leiria;39.686344;-8.897403;Leiria;Público;CDE
Escola Básica e Secundária Rainha Santa Isabel, Carreira, Leiria;39.869286;-8.841268;Leiria;Público;CDE
Colégio Luso Internacional do Centro - CLIC;39.75227;-8.927427;Leiria;Privado;ABCDE
Escola Profissional e Artística da Marinha Grande;39.749977;-8.933802;Leiria;Privado;DO
Escola Básica Padre Franklin, Vieira de Leiria, Marinha Grande;39.863018;-8.93427;Leiria;Público;CD
Escola Secundária José Loureiro Botas, Vieira de Leiria, Marinha Grande;39.861797;-8.934256;Leiria;Público;DE
Escola Básica Prof. Alberto Nery Capucho, Marinha Grande;39.7442;-8.919114;Leiria;Público;CD
Escola Secundária Pinhal do Rei, Marinha Grande;39.759674;-8.924259;Leiria;Público;DE
Escola Básica Guilherme Stephens, Marinha Grande;39.743134;-8.931868;Leiria;Público;BCD
Escola Secundária Eng. Acácio Calazans Duarte, Marinha Grande;39.742683;-8.934454;Leiria;Público;DE
Escola Profissional da Nazaré;39.60997;-9.061741;Leiria;Privado;O
Externato D. Fuas Roupinho;39.605915;-9.065706;Leiria;Privado;CDE
Escola Básica e Secundária Amadeu Gaudêncio, Nazaré;39.606804;-9.065455;Leiria;Público;CDE
Academia de Música de Óbidos;39.358365;-9.152202;Leiria;Privado;M
Escola de Hotelaria e Turismo do Oeste (Pólo de Óbidos);39.3630245;-9.1570804;Leiria;Público;O
Escola Básica e Secundária Josefa de Óbidos, Óbidos;39.353905;-9.160166;Leiria;Público;DE
Escola Tecnológica e Profissional da Zona do Pinhal (Sede);39.920506;-8.149343;Leiria;Privado;O
Escola Básica Miguel Leitão de Andrada, Pedrógão Grande;39.920166;-8.151168;Leiria;Público;CD
Escola Profissional Alda Brandão de Vasconcelos - Deleg. Peniche;39.356568;-9.396388;Leiria;Privado;O
Escola Secundária de Peniche;39.363842;-9.3791275;Leiria;Público;E
Escola Básica D. Luís de Ataíde, Peniche;39.360554;-9.3845825;Leiria;Público;CD
Escola Básica de Atouguia da Baleia, Peniche;39.334026;-9.322856;Leiria;Público;CD
Escola Básica de Peniche;39.35894;-9.395428;Leiria;Público;BCD
"Colégio ""João de Barros""";39.840557;-8.707338;Leiria;Privado;CDE
Colégio de Cidade Roda;40.001984;-8.588783;Leiria;Privado;CDE
Conservatório Filarmónico de Pombal;39.913316025507;-8.6384430527687;Leiria;Privado;M
Escola Tecnológica Artística e Profissional de Pombal;39.936775;-8.657595;Leiria;Privado;DO
Externato Liceal de Albergaria dos Doze;39.80164;-8.582879;Leiria;Privado;CD
"Instituto ""D. João V""";40.004324;-8.743214;Leiria;Privado;CDE
Escola Básica e Secundária de Guia, Pombal;39.952656;-8.786934;Leiria;Público;CDE
Escola Básica Marquês de Pombal, Pombal;39.919655;-8.62249;Leiria;Público;CD
Escola Secundária de Pombal;39.91911;-8.624538;Leiria;Público;DE
Escola Básica Gualdim Pais, Pombal;39.911068;-8.642485;Leiria;Público;BCD
Instituto Educativo do Juncal;39.60536;-8.896752;Leiria;Privado;BCDE
Escola Básica Dr. Manuel de Oliveira Perpétua, Porto de Mós;39.599606;-8.829415;Leiria;Público;CD
Escola Básica e Secundária de Mira de Aire, Porto de Mós;39.53907;-8.712868;Leiria;Público;CDE
Escola Secundária de Porto de Mós;39.59744;-8.815336;Leiria;Público;DE
Escola Técnica Profissional do Ribatejo - Pólo de Alenquer;39.043945;-8.987900;Lisboa;Privado;E
Escola Básica de Abrigada, Alenquer;39.140804;-9.010536;Lisboa;Público;BCD
Escola Básica Pêro de Alenquer, Alenquer;39.04528;-8.9987335;Lisboa;Público;CD
Escola Secundária Damião de Goes, Alenquer;39.04528;-8.9987335;Lisboa;Público;DE
Escola Básica do Carregado, Alenquer;39.0212;-8.9684925;Lisboa;Público;BCD
Escola Básica Visconde de Chanceleiros, Merceana, Alenquer;39.093212;-9.115827;Lisboa;Público;CD
"Colégio ""Dona Filipa""";38.747963;-9.228777;Lisboa;Privado;ABCDE
Escola Luis Madureira (Stª Casa Misericórdia da Amadora);38.73237;-9.212916;Lisboa;Privado;ABCD
Escola Profissional Gustave Eiffel (Pólo da Amadora);38.756893;-9.23576;Lisboa;Privado;O
Escola Profissional Gustave Eiffel (Sede);38.75609;-9.219311;Lisboa;Privado;DO
"Externato ""Alexandre Herculano""";38.7571;-9.235746;Lisboa;Privado;E
PaRK International School - Campus Alfragide;38.734464;-9.224306;Lisboa;Privado;CD
Escola Básica Almeida Garrett, Alfragide, Amadora;38.73333;-9.214101;Lisboa;Público;CD
Escola Básica D. Francisco Manuel Melo, Venteira, Amadora;38.760136;-9.246374;Lisboa;Público;CD
Escola Secundária Seomara da Costa Primo, Amadora;38.75952;-9.247513;Lisboa;Público;DE
Escola Básica Cardoso Lopes, Amadora;38.76893;-9.238388;Lisboa;Público;CD
Escola Básica e Secundária D. João V, Damaia, Amadora;38.741955;-9.215949;Lisboa;Público;CDE
Escola Básica Prof. Pedro d’Orey da Cunha, Damaia, Amadora;38.742447;-9.219668;Lisboa;Público;CD
Escola Básica de Alfornelos, Amadora;38.760273;-9.209035;Lisboa;Público;CD
Escola Básica e Secundária Dr. Azevedo Neves, Damaia, Amadora;38.74542;-9.228053;Lisboa;Público;CDE
Escola Básica Sophia de Mello Breyner Andresen, Brandoa, Amadora;38.76533;-9.215723;Lisboa;Público;CD
Escola Secundária Fernando Namora, Amadora;38.763798;-9.215639;Lisboa;Público;DE
Escola Básica José Cardoso Pires, São Brás, Amadora;38.770245;-9.23118;Lisboa;Público;CD
Escola Básica e Secundária de Mães d’Água, Falagueira, Amadora;38.763683;-9.224695;Lisboa;Público;CDE
Escola Básica Miguel Torga, São Brás, Amadora;38.76932;-9.227094;Lisboa;Público;CD
Escola Básica Roque Gameiro, Reboleira, Amadora;38.754036;-9.232109;Lisboa;Público;CD
Escola Secundária da Amadora;38.755222;-9.230373;Lisboa;Público;E
Escola Profissional Gustave Eiffel (Delegação de Arruda dos Vinhos);38.990124;-9.077513;Lisboa;Privado;O
Externato João Alberto Faria;38.981026;-9.084272;Lisboa;Privado;CDE
Escola Básica de Azambuja;39.074303;-8.876885;Lisboa;Público;BCD
Escola Secundária da Azambuja;39.071648;-8.876553;Lisboa;Público;DE
Escola Básica de Manique do Intendente, Azambuja;39.219894;-8.8851;Lisboa;Público;BCD
Escola Básica Vale Aveiras, Aveiras de Cima, Azambuja;39.139053;-8.906875;Lisboa;Público;CD
Escola Básica e Secundária do Cadaval;39.242924;-9.106916;Lisboa;Público;CDE
Associação ALUAPDANS - Companhia de Dança Paula Marques;38.708561;-9.377599;Lisboa;Privado;M
Associação Escola 31 de Janeiro;38.694454;-9.355649;Lisboa;Privado;ABCD
"Colégio ""Amor de Deus""";38.71385;-9.418705;Lisboa;Privado;ABCDE
"Colégio ""Quinta do Lago""";38.702267;-9.337515;Lisboa;Privado;ABCD
Colégio da Bafureira;38.688263;-9.353989;Lisboa;Privado;ABCD
Colégio Marista de Carcavelos;38.692042;-9.34442;Lisboa;Privado;ABCDE
Colégio Senhora da Boa Nova;38.709738;-9.386517;Lisboa;Privado;ABCD
Conservatório de Música de Cascais;38.70624;-9.404514;Lisboa;Privado;M
Escola de Dança Ana Mangericão;38.69471;-9.349769;Lisboa;Privado;M
Escola de Hotelaria e Turismo do Estoril;38.71734;-9.391922;Lisboa;Público;O
Escola Inglesa de S. Julião;38.683647;-9.335077;Lisboa;Privado;ABCDE
Escola Profissional de Teatro de Cascais;38.720985;-9.4108515;Lisboa;Privado;O
Escola Profissional Val do Rio (Pólo Cascais);38.710438;-9.400788;Lisboa;Privado;O
Externato de Dona Luísa Sigea;38.705242;-9.394469;Lisboa;Privado;ABCD
Externato de Nª Srª do Rosário;38.701694;-9.437674;Lisboa;Privado;ACD
Saint Dominic´s International School;38.713146;-9.32874;Lisboa;Privado;ABCDE
Salesianos de Manique - Escola;38.735294;-9.362079;Lisboa;Privado;CDE
Salesianos do Estoril – Escola;38.704597;-9.401666;Lisboa;Privado;ABCDE
Santo António International School;38.7061169;-9.4065704;Lisboa;Privado;CDE
Escola Básica de Alapraia, Cascais;38.70844;-9.3735895;Lisboa;Público;CD
Escola Básica e Secundária da Cidadela, Cascais;38.70208;-9.428789;Lisboa;Público;CDE
Escola Básica e Secundária de Alvide, Cascais;38.71754;-9.425563;Lisboa;Público;CDE
Escola Básica e Secundária de Carcavelos, Cascais;38.698296;-9.337009;Lisboa;Público;CDE
Escola Básica de Cascais;38.70356;-9.435734;Lisboa;Público;CD
Escola Secundária de Cascais;38.6963;-9.433932;Lisboa;Público;E
Escola Básica Santo António, Parede, Cascais;38.691143;-9.346281;Lisboa;Público;CD
Escola Secundária Fernando Lopes Graça, Parede, Cascais;38.6964;-9.351801;Lisboa;Público;DE
Escola Básica de São João do Estoril, Cascais;38.706985;-9.385105;Lisboa;Público;CD
Escola Secundária de São João do Estoril, Cascais;38.70262;-9.383677;Lisboa;Público;DE
Escola Básica e Secundária Frei Gonçalo de Azevedo, São Domingos de Rana, Cascais;38.71657;-9.340177;Lisboa;Público;CDE
Escola Básica e Secundária de Alcabideche, Cascais;38.73176;-9.403647;Lisboa;Público;CDE
Escola Básica e Secundária Ibn Mucana, Alcabideche, Cascais;38.734303;-9.4047575;Lisboa;Público;CDE
Escola Básica e Secundária Matilde Rosa Araújo, Matarraque, Cascais;38.70594;-9.351289;Lisboa;Público;CDE
Academia de Amadores de Música;38.712284;-9.142309;Lisboa;Privado;M
Academia de Música de Santa Cecília;38.782356;-9.159266;Lisboa;Privado;ABCDEM
Academia de Música Os Violinos;38.700085;-9.19554;Lisboa;Privado;M
Academia Musical dos Amigos das Crianças;38.707362;-9.149883;Lisboa;Privado;M
Acordarte - Academia de Música de Lisboa;38.700085;-9.19554;Lisboa;Privado;M
Centro de Educação e Desenvolvimento D. Maria Pia (Casa Pia);38.72438;-9.114361;Lisboa;Público;ABCDE
Centro de Educação e Desenvolvimento D. Nuno Álvares (Casa Pia);38.69883;-9.195095;Lisboa;Público;ABCD
Centro de Educação e Desenvolvimento Jacob Rodrigues Pereira (Casa Pia);38.69826;-9.211018;Lisboa;Público;ABCDE
Centro de Educação e Desenvolvimento Nossa Senhora da Conceição (Casa Pia);38.719822;-9.156514;Lisboa;Público;ABCD
Centro de Educação e Desenvolvimento Pina Manique - Casa Pia de Lisboa;38.698822;-9.205846;Lisboa;Público;DE
"Centro de Pedagogia Terapêutica ""Bola de Neve""";38.699482;-9.220761;Lisboa;Privado;BCDP
Centro Educativo da Bela Vista;38.71896;-9.125444;Lisboa;Público;CD
Centro Educativo Navarro Paiva;38.742527;-9.174678;Lisboa;Público;CD
Centro Helen Keller;38.712673;-9.21166;Lisboa;Privado;ABCDP
Centro Multicultural de Formação;38.74247;-9.202225;Lisboa;Privado;CD
Colégio Académico;38.735332;-9.145702;Lisboa;Privado;ABCDE
Colégio Cesário Verde;38.7522;-9.103363;Lisboa;Privado;ABCD
Colégio de S. Tomás;38.76751;-9.150437;Lisboa;Privado;ABCDE
Colégio de Santa Maria;38.70929;-9.159182;Lisboa;Privado;ABCD
Colégio de São João de Brito;38.773415;-9.157631;Lisboa;Privado;ABCDE
Colégio de Stª Doroteia;38.761044;-9.153719;Lisboa;Privado;CDE
Colégio do Bom Sucesso;38.69525;-9.211572;Lisboa;Privado;ABCD
Colégio do Sagrado Coração de Maria;38.735302;-9.135891;Lisboa;Privado;ABCDE
Colégio Manuel Bernardes;38.77328;-9.17325;Lisboa;Privado;ABCDE
Colégio Militar;38.75995;-9.184012;Lisboa;Público;BCDE
Colégio Mira Rio;38.700832;-9.220899;Lisboa;Privado;ABCDE
Colégio Moderno;38.752506;-9.153741;Lisboa;Privado;ABCDE
Colégio Pedro Arrupe;38.793045069357;-9.0962612628937;Lisboa;Privado;ABCDE
Colégio Planalto;38.76765;-9.166294;Lisboa;Privado;ABCD
Colégio Valsassina;38.75616;-9.125886;Lisboa;Privado;ABCDE
Conservatório Metropolitano de Música de Lisboa;38.69927;-9.181673;Lisboa;Privado;M
EPET - Escola Profissional de Estudos Técnicos;38.75077;-9.2003765;Lisboa;Privado;O
"Escola ""Avé-Maria""";38.705143;-9.180603;Lisboa;Privado;ABCD
"Escola ""S. Francisco Xavier""";38.69796;-9.219351;Lisboa;Privado;BCD
Escola Alemã de Lisboa;38.758392;-9.163646;Lisboa;Privado;ABCDE
Escola Artística António Arroio, Lisboa;38.736748;-9.127217;Lisboa;Público;EM
Escola Artística de Dança do Conservatório Nacional, Lisboa;38.712543;-9.146617;Lisboa;Público;CDEM
Escola Artística de Música do Conservatório Nacional, Lisboa;38.712337;-9.146649;Lisboa;Público;CDEM
Escola Artística do Instituto Gregoriano de Lisboa;38.749016;-9.150318;Lisboa;Público;BCDEM
Escola de Hotelaria e Turismo de Lisboa;38.71716;-9.1599;Lisboa;Público;O
Escola de Música do Conservatório de Lisboa;38.760532721418;-9.1895712912083;Lisboa;Privado;M
Escola do Grémio de Instrução Liberal de Campo de Ourique;38.717922;-9.161643;Lisboa;Privado;ABCD
Escola dos Mestres;38.756104;-9.1421;Lisboa;Privado;DE
Escola Profissional Agostinho Roseta - Lisboa;38.756524;-9.097072;Lisboa;Privado;O
Escola Profissional Almirante Domingos Tasso de Figueiredo;38.712715;-9.175792;Lisboa;Privado;O
Escola Profissional Almirante Reis;38.714516;-9.123611;Lisboa;Privado;O
Escola Profissional Artes e Ofícios do Espectáculo;38.711548;-9.133685;Lisboa;Privado;O
Escola Profissional Bento de Jesus Caraça;38.707874;-9.140163;Lisboa;Privado;O
Escola Profissional CEFAD;38.75455;-9.1783;Lisboa;Privado;O
Escola Profissional de Agentes de Serviço e Apoio Social Fund. Monsenhor Alves Brás;38.712788;-9.164638;Lisboa;Privado;O
Escola Profissional de Artes, Tecnologia e Desporto;38.73508;-9.137149;Lisboa;Privado;O
Escola Profissional de Ciências Geográficas, Lisboa;38.725933;-9.158907;Lisboa;Público;O
Escola Profissional de Comércio de Lisboa;38.78114;-9.120734;Lisboa;Privado;DO
Escola Profissional de Comunicação e Imagem;38.730045;-9.149479;Lisboa;Privado;DO
Escola Profissional de Hotelaria e Turismo de Lisboa;38.72604;-9.11685;Lisboa;Privado;O
Escola Profissional de Hotelaria e Turismo do Chiado;38.710819;-9.140953;Lisboa;Privado;O
Escola Profissional de Imagem (ETIC);38.707764;-9.147518;Lisboa;Privado;O
Escola Profissional de Pedagogia Social;38.71428;-9.162354;Lisboa;Privado;O
Escola Profissional de Tecnologia Digital;38.75093;-9.148653;Lisboa;Privado;O
Escola Profissional Gustave Eiffel (Delegação);38.769684;-9.160649;Lisboa;Privado;O
Escola Profissional Magestil;38.75368;-9.130891;Lisboa;Privado;O
Escola Profissional Metropolitana de Lisboa;38.69927;-9.181674;Lisboa;Privado;O
Escola Profissional Profitecla (Deleg.);38.737698;-9.141572;Lisboa;Privado;O
Escola Secundária Camões, Lisboa;38.73024;-9.14313;Lisboa;Público;E
Escola Secundária Fonseca Benevides, Lisboa;38.701791;-9.187789;Lisboa;Público;CDE
Escola Secundária Maria Amália Vaz de Carvalho, Lisboa;38.726395;-9.156886;Lisboa;Público;E
Escola Secundária Marquês de Pombal, Lisboa;38.700134;-9.194435;Lisboa;Público;DE
Escola Secundária Pedro Nunes, Lisboa;38.7166;-9.1590605;Lisboa;Público;DE
Escola Secundária Rainha Dona Amélia, Lisboa;38.70231;-9.189115;Lisboa;Público;DE
Escola Selecta Amadeu Andrés;38.729103;-9.133944;Lisboa;Privado;ABCDE
Escola Técnica Psicossocial de Lisboa;38.759712;-9.167649;Lisboa;Privado;O
"Externato ""Alfredo Binet""";38.704628;-9.213509;Lisboa;Privado;CDP
"Externato ""Álvares Cabral""";38.75077;-9.2003765;Lisboa;Privado;DE
"Externato ""As Descobertas""";38.70799;-9.207253;Lisboa;Privado;ABCD
"Externato ""Crisfal""";38.74073;-9.14621;Lisboa;Privado;E
"Externato ""João XXIII""";38.771393;-9.112727;Lisboa;Privado;ABCD
"Externato ""Marcelino Champagnat""";38.778454;-9.126355;Lisboa;Privado;ABCD
"Externato ""Novo Crisfal""";38.7421;-9.147242;Lisboa;Privado;D
Externato da Luz;38.762917;-9.182033;Lisboa;Privado;ABCD
Externato de Educação Popular;38.730787;-9.171677;Lisboa;Privado;ABCD
Externato de Nª Srª da Penha de França;38.730137;-9.129843;Lisboa;Privado;ABCD
Externato de S. José;38.710155;-9.216358;Lisboa;Privado;ABCD
Externato ERGON;38.734196;-9.147385;Lisboa;Privado;E
Externato Liceal das Casas de S. Vicente de Paulo;38.75991;-9.151262;Lisboa;Privado;ABCD
Externato Marista de Lisboa;38.747818;-9.182843;Lisboa;Privado;ABCDE
Externato Marquês de Pombal;38.732685;-9.1311035;Lisboa;Privado;DE
Externato Séneca - COENCU - Cooperativa de Ensino;38.726967;-9.13507;Lisboa;Privado;DE
IEDP - Instituto de Educação e Desenvolvimento Profissional;38.752106;-9.149198;Lisboa;Privado;O
INETESE - Instituto para o Ensino e Formação;38.721221;-9.134626;Lisboa;Privado;DO
Instituto de Educação Técnica - INETE;38.73059;-9.139949;Lisboa;Privado;DO
Instituto de Música Vitorino Matono;38.731934;-9.12849;Lisboa;Privado;M
Instituto Militar dos Pupilos do Exército;38.747307;-9.184292;Lisboa;Público;CDE
Instituto para o Desenvolvimento Social;38.762943;-9.185069;Lisboa;Privado;O
Lycée Français Charles Lepièrre;38.724564;-9.163113;Lisboa;Privado;ABCDE
Real Colégio de Portugal;38.773144;-9.172024;Lisboa;Privado;ABCDE
Salesianos de Lisboa - Colégio Oficinas de São José;38.71359;-9.168209;Lisboa;Privado;BCDE
"Sociedade de Instrução e Beneficência ""A Voz do Operário""";38.71553;-9.129263;Lisboa;Privado;ABCD
Escola Básica Damião de Góis, Lisboa;38.757706;-9.124682;Lisboa;Público;CD
Escola Básica de Marvila, Lisboa;38.74073;-9.110886;Lisboa;Público;CD
Escola Secundária D. Dinis, Lisboa;38.75143;-9.112492;Lisboa;Público;DE
Escola Básica e Secundária D. Filipa de Lencastre, Lisboa;38.73994;-9.139421;Lisboa;Público;CDE
Escola Básica Prof. Delfim Santos, Lisboa;38.748978;-9.182049;Lisboa;Público;CD
Escola Secundária D. Pedro V, Lisboa;38.74199;-9.162224;Lisboa;Público;DE
Escola Básica das Olaias, Lisboa;38.739758;-9.122018;Lisboa;Público;CD
Escola Básica Almirante Gago Coutinho, Lisboa;38.752747;-9.135166;Lisboa;Público;CD
Escola Secundária Padre António Vieira, Lisboa;38.757896;-9.135585;Lisboa;Público;DE
