Nome;Lat;Lon;DISTRITO;GRUPONATUREZA;ENSINOS
Escola Básica da Trafaria, Almada;38.66793;-9.242219;Setúbal;Público;CD
Escola Básica de Vale Rosal, Vale Fetal, Almada;38.630543;-9.191523;Setúbal;Público;BCD
Escola Secundária Daniel Sampaio, Sobreda, Almada;38.63843;-9.181434;Setúbal;Público;DE
Escola Básica de Monte da Caparica, Almada;38.668514;-9.190957;Setúbal;Público;CD
Escola Básica Elias Garcia, Sobreda, Almada;38.64849;-9.1854105;Setúbal;Público;BCD
Escola Básica D. António da Costa, Almada;38.676655;-9.158534;Setúbal;Público;ABCD
Escola Secundária Emídio Navarro, Almada;38.677113;-9.155205;Setúbal;Público;DE
Escola Básica e Secundária Francisco Simões, Laranjeiro, Almada;38.65261;-9.154489;Setúbal;Público;CDE
Escola Básica do Miradouro de Alfazina, Monte de Caparica, Almada;38.67399;-9.189141;Setúbal;Público;ABCD
Escola Básica e Secundária Professor Ruy Luís Gomes, Laranjeiro, Almada;38.65143;-9.146712;Setúbal;Público;CDE
Escola Básica de Alembrança, Feijó, Almada;38.651405;-9.163323;Setúbal;Público;BCD
Escola Secundária Romeu Correia, Feijó, Almada;38.6505;-9.162983;Setúbal;Público;DE
Colégio Minerva;38.660004;-9.081617;Setúbal;Privado;ABCDEP
Escola Profissional Bento de Jesus Caraça (Deleg.);38.656967;-9.070997;Setúbal;Privado;DO
Escola Básica e Secundária Alfredo da Silva, Barreiro;38.661716;-9.084841;Setúbal;Público;CDE
Escola Básica Padre Abílio Mendes, Barreiro;38.65745;-9.056495;Setúbal;Público;CD
Escola Secundária Augusto Cabrita, Barreiro;38.657528;-9.05789;Setúbal;Público;DE
Escola Básica Álvaro Velho, Lavradio, Barreiro;38.663258;-9.054108;Setúbal;Público;CD
Escola Básica da Quinta Nova da Telha, Alto do Seixalinho, Barreiro;38.650455;-9.061516;Setúbal;Público;ABCD
Escola Secundária de Casquilhos, Barreiro;38.650314;-9.057452;Setúbal;Público;DE
Escola Básica da Quinta da Lomba, Barreiro;38.645935;-9.053164;Setúbal;Público;CD
Escola Secundária de Santo André, Barreiro;38.64511;-9.061874;Setúbal;Público;DE
Escola Básica e Secundária de Santo António, Barreiro;38.63225;-9.037939;Setúbal;Público;CDE
Escola Básica D. Luís de Mendonça Furtado, Barreiro;38.66089;-9.06732;Setúbal;Público;BCD
Escola Profissional de Desenvolvimento Rural de Grândola;38.170803;-8.559646;Setúbal;Público;DO
Escola Básica D. Jorge de Lencastre, Grândola;38.173077;-8.561268;Setúbal;Público;BCD
Escola Secundária António Inácio Cruz, Grândola;38.170082;-8.557896;Setúbal;Público;DE
Escola Profissional da Moita;38.651592;-8.972225;Setúbal;Privado;O
Escola Secundária da Baixa da Banheira, Vale da Amoreira, Moita;38.645416;-9.041042;Setúbal;Público;DE
Escola Básica D. João I, Baixa da Banheira, Moita;38.654655;-9.037336;Setúbal;Público;CD
Escola Básica D. Pedro II, Moita;38.6579;-8.986197;Setúbal;Público;CD
Escola Secundária da Moita;38.659637;-8.985957;Setúbal;Público;DE
Escola Básica de Vale da Amoreira, Moita;38.646156;-9.032674;Setúbal;Público;CD
Escola Básica de Fragata do Tejo, Moita;38.65831;-8.995742;Setúbal;Público;CD
Escola Básica José Afonso, Alhos Vedros, Moita;38.656796;-9.018402;Setúbal;Público;CD
Escola Básica Mouzinho da Silveira, Baixa da Banheira, Moita;38.650063;-9.044001;Setúbal;Público;CD
Associação para Formação Profissional e Desenvolvimento do Montijo - EPM;38.702213;-8.949492;Setúbal;Privado;DO
"Colégio ""O Cantinho das Descobertas""";38.711197;-8.967946;Setúbal;Privado;ABCD
Conservatório Regional de Artes do Montijo;38.708821;-8.98701;Setúbal;Privado;M
Escola Secundária Jorge Peixinho, Montijo;38.70987;-8.983675;Setúbal;Público;DE
Escola Básica de Pegões, Canha e Santo Isidro, Montijo;38.678223;-8.608718;Setúbal;Público;CD
Escola Básica D. Pedro Varela, Montijo;38.71119;-8.985478;Setúbal;Público;CD
Escola Básica do Esteval, Montijo;38.708543049334;-8.9556705951691;Setúbal;Público;ABCD
Escola Secundária Poeta Joaquim Serra, Montijo;38.701897;-8.95191;Setúbal;Público;DE
Conservatório Regional de Palmela;38.570744;-8.90085;Setúbal;Privado;M
Escola Básica da Comunidade Islâmica de Palmela;38.570236;-9.000568;Setúbal;Privado;BCDE
Escola Secundária de Palmela;38.57127;-8.908453;Setúbal;Público;DE
Escola Secundária de Pinhal Novo, Palmela;38.63704;-8.911144;Setúbal;Público;DE
"Externato ""Nuno Álvares""";38.571674;-8.769886;Setúbal;Privado;ABCD
St. Peter`s International School;38.579914;-8.886776;Setúbal;Privado;ABCDE
Escola Básica Hermenegildo Capelo, Palmela;38.575275;-8.90101;Setúbal;Público;CD
Escola Básica José Maria dos Santos, Pinhal Novo, Palmela;38.629185;-8.911913;Setúbal;Público;CD
Escola Básica e Secundária José Saramago, Poceirão, Palmela;38.629014;-8.737688;Setúbal;Público;BCDE
Escola Básica n.º 1 de Cercal do Alentejo, Santiago do Cacém;37.798916;-8.667591;Setúbal;Público;BCD
Escola Secundária Manuel da Fonseca, Santiago do Cacém;38.02302;-8.693651;Setúbal;Público;DE
Escola Básica n.º 1 de Santo André, Santiago do Cacém;38.06382;-8.78969;Setúbal;Público;CD
Escola Secundária Padre António Macedo, Santiago do Cacém;38.06183;-8.779758;Setúbal;Público;DE
Escola Básica Prof. Arménio Lança, Alvalade do Sado, Santiago do Cacém;37.9347;-8.395271;Setúbal;Público;ABCD
Colégio Atlântico;38.598454;-9.096288;Setúbal;Privado;ABCDE
Colégio Guadalupe;38.586243;-9.158986;Setúbal;Privado;ABCDE
Escola Profissional Atlantic Professional School;38.5985;-9.096943;Setúbal;Privado;O
Escola Profissional Bento de Jesus Caraça (Deleg.);38.622795;-9.094395;Setúbal;Privado;DO
Escola Secundária Alfredo dos Reis Silveira, Cavadas, Seixal;38.619354;-9.097594;Setúbal;Público;DE
Escola Secundária da Amora, Seixal;38.62835;-9.120315;Setúbal;Público;DE
Escola Secundária Dr. José Afonso, Arrentela, Seixal;38.631973;-9.101724;Setúbal;Público;DE
Escola Secundária Manuel Cargaleiro, Amora, Seixal;38.61541;-9.115009;Setúbal;Público;DE
Escola Básica Carlos Ribeiro, Pinhal de Frades, Seixal;38.597443;-9.093493;Setúbal;Público;CD
Escola Básica de Vale de Milhaços, Seixal;38.625797;-9.162154;Setúbal;Público;CD
Escola Básica Dr. António Augusto Louro, Arrentela, Seixal;38.6301;-9.09483;Setúbal;Público;CD
Escola Básica de Corroios, Seixal;38.646637;-9.147617;Setúbal;Público;CD
Escola Secundária João de Barros, Corroios, Seixal;38.63837;-9.149743;Setúbal;Público;DE
Escola Básica Nun’Álvares, Arrentela, Seixal;38.629257;-9.100495;Setúbal;Público;ABCD
Escola Básica Paulo da Gama, Amora, Seixal;38.622772;-9.11094;Setúbal;Público;CD
Escola Básica Pedro Eanes Lobato, Amora, Seixal;38.62704;-9.11744;Setúbal;Público;CD
Escola Básica da Cruz de Pau, Seixal;38.618904;-9.122932;Setúbal;Público;CD
Escola Profissional Agostinho Roseta - Sesimbra;38.4594743;-9.1067313;Setúbal;Privado;O
"Externato ""Santa Joana""";38.444827;-9.100662;Setúbal;Privado;ABCD
Escola Básica da Boa Água, Quinta do Conde, Sesimbra;38.554634;-9.050779;Setúbal;Público;BCD
Escola Básica da Quinta do Conde, Sesimbra;38.56055;-9.045602;Setúbal;Público;ABCD
Escola Básica do Castelo, Sesimbra;38.473763;-9.092376;Setúbal;Público;CD
Escola Secundária de Sampaio, Sesimbra;38.472546;-9.094563;Setúbal;Público;DE
Escola Básica e Secundária Michel Giacometti, Quinta do Conde, Sesimbra;38.56904;-9.040878;Setúbal;Público;CDE
Escola Básica Navegador Rodrigues Soromenho, Sesimbra;38.44865;-9.103751;Setúbal;Público;CD
Academia de Dança Contemporânea de Setúbal;38.521263;-8.846057;Setúbal;Privado;M
Academia de Música e Belas-Artes Luísa Todi;38.526016;-8.895506;Setúbal;Privado;ABCM
Colégio São Filipe I;38.543747;-8.8810625;Setúbal;Privado;ABCD
Conservatório Regional de Setúbal;38.53466;-8.893162;Setúbal;Privado;M
Escola de Dança do Club Setubalense;38.522735;-8.891544;Setúbal;Privado;M
Escola de Hotelaria e Turismo de Setúbal;38.522789;-8.888477;Setúbal;Público;O
Escola Profissional Cristóvão Colombo - Pólo de Setúbal;38.52538;-8.885491;Setúbal;Privado;O
Escola Secundária D. João II, Setúbal;38.531307;-8.871853;Setúbal;Público;DE
Escola Secundária Dom Manuel Martins, Setúbal;38.52233;-8.858177;Setúbal;Público;DE
Escola Secundária du Bocage, Setúbal;38.533447;-8.892131;Setúbal;Público;DE
Fundação Escola Profissional de Setúbal;38.52068;-8.846773;Setúbal;Privado;O
Escola Básica Barbosa du Bocage, Setúbal;38.537403;-8.890104;Setúbal;Público;CD
Escola Básica de Azeitão, Vila Nogueira de Azeitão, Setúbal;38.523354;-9.022733;Setúbal;Público;CD
Escola Básica e Secundária Lima de Freitas, Setúbal;38.522953;-8.914326;Setúbal;Público;CDE
Escola Básica Luísa Todi, Setúbal;38.531685;-8.866762;Setúbal;Público;ABCD
Escola Básica e Secundária Ordem de Sant´Iago, Setúbal;38.521126;-8.86784;Setúbal;Público;CDE
Escola Básica de Aranguez, Setúbal;38.52767;-8.885132;Setúbal;Público;CD
Escola Secundária Sebastião da Gama, Setúbal;38.526833;-8.891502;Setúbal;Público;DE
Escola das Artes do Alentejo Litoral;37.958862;-8.864669;Setúbal;Privado;M
Escola Secundária Poeta Al Berto, Sines;37.953545;-8.852695;Setúbal;Público;DE
Escola Tecnológica do Litoral Alentejano;37.983322;-8.832456;Setúbal;Privado;O
Escola Básica Vasco da Gama, Sines;37.960205;-8.872012;Setúbal;Público;CD
EPRALIMA - Escola Profissional do Alto Lima (Sede);41.848804;-8.421863;Viana do Castelo;Privado;O
Escola Básica Dr. Manuel da Costa Brandão, Sabadim, Arcos de Valdevez;41.909445;-8.44305;Viana do Castelo;Público;ABCD
Escola Básica e Secundária de Valdevez, Arcos de Valdevez;41.849533;-8.422118;Viana do Castelo;Público;CDE
Escola Básica Padre Himalaya, Távora, Arcos de Valdevez;41.80487;-8.471521;Viana do Castelo;Público;ABCD
Academia de Música Fernandes Fão;41.814394;-8.861568;Viana do Castelo;Privado;M
ETAP – Escola Profissional (Deleg.);41.81497;-8.861989;Viana do Castelo;Privado;O
ETAP – Escola Profissional (Sede);41.871384;-8.841776;Viana do Castelo;Privado;O
Escola Básica e Secundária do Vale do Âncora, Vila Praia de Âncora, Caminha;41.809704;-8.853995;Viana do Castelo;Público;BCDE
Escola Básica e Secundária Sidónio Pais, Vilarelho, Caminha;41.8716;-8.835768;Viana do Castelo;Público;CDE
EPRAMI - Escola Profissional do Alto Minho Interior (Deleg.);42.115505;-8.250684;Viana do Castelo;Privado;O
Escola Básica e Secundária de Melgaço;42.107643;-8.260193;Viana do Castelo;Público;CDE
EPRAMI - Escola Profissional Alto Minho Interior (Deleg.);42.071644;-8.484964;Viana do Castelo;Privado;DO
Escola Básica de Vale do Mouro, Tangil, Monção;42.024254;-8.365087;Viana do Castelo;Público;ABCD
Escola Básica Deu-la-Deu Martins, Monção;42.0759;-8.489084;Viana do Castelo;Público;CD
Escola Secundária de Monção;42.07077;-8.487278;Viana do Castelo;Público;DE
EPRAMI - Escola Profissional do Alto Minho Interior (Sede);41.913685;-8.564932;Viana do Castelo;Privado;O
Escola Básica e Secundária de Paredes de Coura;41.91459;-8.553109;Viana do Castelo;Público;CDE
EPRALIMA - Escola Profissional do Alto Lima (Deleg.);41.801926;-8.409718;Viana do Castelo;Privado;O
Escola Secundária de Ponte da Barca;41.80317;-8.4105;Viana do Castelo;Público;DE
EPRALIMA - Escola Profissional do Alto Lima (Deleg.);41.76487;-8.5788;Viana do Castelo;Privado;DO
Escola Profissional de Agricultura e Desenvolvimento Rural de Ponte de Lima;41.761795;-8.571529;Viana do Castelo;Público;DO
Escola Básica António Feijó, Ponte de Lima;41.76439;-8.580228;Viana do Castelo;Público;CD
Escola Básica e Secundária de Arcozelo, Ponte de Lima;41.788948;-8.58304;Viana do Castelo;Público;CDE
Escola Básica de Freixo, Ponte de Lima;41.653667;-8.587749;Viana do Castelo;Público;ABCD
Escola Básica da Correlhã, Ponte de Lima;41.745872;-8.612282;Viana do Castelo;Público;ABCD
Escola Secundária de Ponte de Lima;41.763397;-8.581031;Viana do Castelo;Público;DE
Academia de Música da Fortaleza de Valença;42.034517;-8.645070;Viana do Castelo;Privado;M
ETAP – Escola Profissional (Deleg.);42.022957;-8.644957;Viana do Castelo;Privado;O
Escola Básica e Secundária de Muralhas do Minho, Valença;42.03003;-8.638863;Viana do Castelo;Público;CDE
Academia de Música de Viana do Castelo;41.69189;-8.829805;Viana do Castelo;Privado;M
Colégio do Minho;41.693108;-8.83489;Viana do Castelo;Privado;BCDE
Escola de Hotelaria e Turismo de Viana do Castelo;41.688984;-8.838137;Viana do Castelo;Público;O
Escola Profissional de Música de Viana do Castelo;41.691906;-8.829736;Viana do Castelo;Privado;DO
Esprominho - Escola Profissional do Minho (Deleg.);41.691335;-8.847935;Viana do Castelo;Privado;O
ETAP – Escola Profissional (Deleg.);41.69066;-8.838831;Viana do Castelo;Privado;DO
Escola Básica da Abelheira, Viana do Castelo;41.704388;-8.827683;Viana do Castelo;Público;CD
Escola Básica e Secundária de Arga e Lima, Lanheses, Viana do Castelo;41.736557;-8.677565;Viana do Castelo;Público;CDE
Escola Básica e Secundária de Barroselas, Viana do Castelo;41.64792;-8.693255;Viana do Castelo;Público;CDE
Escola Básica Dr. Pedro Barbosa, Viana do Castelo;41.694294;-8.844422;Viana do Castelo;Público;CD
Escola Secundária de Monserrate, Viana do Castelo;41.693493;-8.841755;Viana do Castelo;Público;E
Escola Básica da Foz do Neiva, Castelo do Neiva, Viana do Castelo;41.62055;-8.798041;Viana do Castelo;Público;ABCD
Escola Básica de Darque, Viana do Castelo;41.678833;-8.803271;Viana do Castelo;Público;CD
Escola Básica e Secundária de Monte da Ola, Viana do Castelo;41.66874;-8.78293;Viana do Castelo;Público;CDE
Escola Básica Frei Bartolomeu dos Mártires, Viana do Castelo;41.70147;-8.821004;Viana do Castelo;Público;CD
Escola Secundária de Santa Maria Maior, Viana do Castelo;41.69955;-8.822945;Viana do Castelo;Público;E
Escola Básica e Secundária Pintor José de Brito, Santa Marta de Portuzelo, Viana do Castelo;41.70788;-8.769141;Viana do Castelo;Público;CDE
Colégio de Campos;41.966167;-8.705484;Viana do Castelo;Privado;CDE
ETAP – Escola Profissional (Deleg.);41.939976;-8.745679;Viana do Castelo;Privado;O
Escola Básica e Secundária de Vila Nova de Cerveira;41.93796;-8.742006;Viana do Castelo;Público;CDE
Escola Básica do Pinhão, Alijó;41.191822;-7.5466785;Vila Real;Público;CD
Escola Básica e Secundária D. Sancho II, Alijó;41.274544;-7.4773884;Vila Real;Público;CDE
Escola Básica Gomes Monteiro, Boticas;41.690155;-7.6662254;Vila Real;Público;CD
Academia de Artes de Chaves;41.74618;-7.46866;Vila Real;Privado;M
Escola Profissional de Chaves-Associação Promotora do Ensino Profissional para o Alto Tâmega (Sede);41.754364;-7.4814825;Vila Real;Privado;O
Escola Básica Dr. Francisco Gonçalves Carneiro, Chaves;41.73815;-7.4816484;Vila Real;Público;CD
Escola Secundária Dr. António Granjo, Chaves;41.744587;-7.483026;Vila Real;Público;DE
Escola Básica Nadir Afonso, Chaves;41.746185;-7.465641;Vila Real;Público;CD
Escola Secundária Dr. Júlio Martins, Chaves;41.744087;-7.4659824;Vila Real;Público;DE
Escola Básica de Vidago, Chaves;41.64033;-7.5660076;Vila Real;Público;BCD
Escola Básica e Secundária Fernão de Magalhães, Chaves;41.741364;-7.4700027;Vila Real;Público;CDE
Escola Básica e Secundária Professor António da Natividade, Mesão Frio;41.154312;-7.8945985;Vila Real;Público;CDE
Escola Básica e Secundária de Mondim de Basto;41.408333;-7.956111;Vila Real;Público;CDE
Escola Básica e Secundária do Baixo Barroso, Venda Nova, Montalegre;41.675376;-7.953786;Vila Real;Público;CDE
Escola Básica e Secundária Dr. Bento da Cruz, Montalegre;41.827755;-7.78192;Vila Real;Público;CDE
Escola Profissional de Murça;41.401234;-7.456252;Vila Real;Privado;DO
Escola Básica e Secundária de Murça;41.40482;-7.452786;Vila Real;Público;CDE
Escola Profissional de Desenvolvimento Rural do Rodo, Peso da Régua;41.177258;-7.796527;Vila Real;Público;O
Escola Básica de Peso da Régua;41.168518;-7.7981687;Vila Real;Público;CD
Escola Secundária Dr. João de Araújo Correia, Peso da Régua;41.164433;-7.8022027;Vila Real;Público;DE
Escola Básica de Cerva, Ribeira de Pena;41.473457;-7.84986;Vila Real;Público;CD
Escola Básica e Secundária de Ribeira de Pena;41.520885;-7.7930403;Vila Real;Público;CDE
Escola Básica e Secundária Miguel Torga, Sabrosa;41.26649;-7.577696;Vila Real;Público;CDE
Escola Básica de Santa Marta de Penaguião;41.210373;-7.784908;Vila Real;Público;CD
Conservatório de Música de Valpaços;41.612982;-7.312785;Vila Real;Privado;M
Escola Básica José dos Anjos, Carrazedo de Montenegro, Valpaços;41.565166;-7.4320226;Vila Real;Público;ABCD
Escola Básica Júlio do Carvalhal, Valpaços;41.611183;-7.3096204;Vila Real;Público;CD
Escola Secundária de Valpaços;41.61361;-7.308504;Vila Real;Público;DE
Escola Básica de Pedras Salgadas, Vila Pouca de Aguiar;41.541103;-7.605441;Vila Real;Público;ABCD
Escola Básica e Secundária de Vila Pouca de Aguiar - Sul;41.494854;-7.6465683;Vila Real;Público;BCDE
"Colégio ""Nossa Senhora da Boavista""";41.296112;-7.739192;Vila Real;Privado;BCDE
Conservatório Regional de Música de Vila Real;41.296574;-7.746332;Vila Real;Privado;AM
Escola Profissional Agostinho Roseta - ( Pólo de Vila Real);41.29811;-7.749245;Vila Real;Privado;O
Escola Profissional Nervir;41.299603;-7.7309093;Vila Real;Privado;DO
Escola Secundária Camilo Castelo Branco, Vila Real;41.29369;-7.7470756;Vila Real;Público;DE
Escola Secundária São Pedro, Vila Real;41.301437;-7.745485;Vila Real;Público;DE
Escola Básica Diogo Cão, Vila Real;41.301716;-7.738539;Vila Real;Público;CD
Escola Básica Monsenhor Jerónimo do Amaral, Vila Real;41.295494;-7.7245936;Vila Real;Público;CD
Escola Secundária Morgado de Mateus, Vila Real;41.294815;-7.7231903;Vila Real;Público;DE
Escola Básica e Secundária Gomes Teixeira, Armamar;41.10648;-7.688831;Viseu;Público;CDE
Escola Básica Aristides de Sousa Mendes, Cabanas de Viriato, Carregal do Sal;40.465782;-7.976319;Viseu;Público;BCD
Escola Básica de Carregal do Sal;40.435043;-7.988759;Viseu;Público;CD
Escola Secundária de Carregal do Sal;40.433224;-7.9993463;Viseu;Público;DE
Escola Profissional da Fundação D. Mariana Seixas (Deleg.);40.89907;-7.931141;Viseu;Privado;DO
Escola Básica de Mões, Castro Daire;40.87297;-7.886309;Viseu;Público;BCD
Escola Secundária de Castro Daire;40.898605;-7.92787;Viseu;Público;DE
Academia de Artes de Cinfães;41.070669;-8.088961;Viseu;Privado;M
Escola Profissional de Cinfães;41.08961;-8.093262;Viseu;Privado;O
Escola Secundária Professor Doutor Flávio F. Pinto Resende, Cinfães;41.0789;-8.105893;Viseu;Público;DE
Escola Básica de Souselo, Cinfães;41.06992;-8.227341;Viseu;Público;CD
Escola Básica General Serpa Pinto, Cinfães;41.074898;-8.089378;Viseu;Público;CD
Colégio de Lamego;41.1022;-7.802944;Viseu;Privado;BCDE
Escola de Formação Social Rural - Lamego;41.085083;-7.798133;Viseu;Privado;E
Escola de Hotelaria e Turismo de Lamego;41.090347;-7.814133;Viseu;Público;O
Escola Profissional Agrícola de Lamego;41.0852183;-7.79779851;Viseu;Privado;O
Seminário Maior de Lamego;41.092022;-7.7982545;Viseu;Privado;E
Escola Básica e Secundária da Sé, Lamego;41.092163;-7.805755;Viseu;Público;CDE
Escola Básica de Lamego;41.097603;-7.8179526;Viseu;Público;CD
Escola Secundária Latino Coelho, Lamego;41.10229;-7.8112364;Viseu;Público;DE
Escola Básica Ana de Castro Osório, Mangualde;40.598667;-7.751341;Viseu;Público;ABCD
Escola Básica Gomes Eanes de Azurara, Mangualde;40.60083;-7.7511106;Viseu;Público;ABCD
Escola Secundária Dr.ª Felismina Alcântara, Mangualde;40.601334;-7.753118;Viseu;Público;DE
Escola Profissional Tecnológica e Agrária de Moimenta da Beira;40.950603;-7.5792146;Viseu;Privado;DO
Escola Básica e Secundária de Moimenta da Beira;40.986734277778;-7.6160507888889;Viseu;Público;CDE
Escola Básica Dr. José Lopes de Oliveira, Mortágua;40.399635;-8.237852;Viseu;Público;CD
Escola Secundária Dr. João Lopes de Morais, Mortágua;40.398617;-8.237178;Viseu;Público;DE
Escola Básica e Secundária Eng. Dionísio Augusto Cunha, Canas de Senhorim, Nelas;40.50627;-7.900046;Viseu;Público;CDE
Escola Básica Dr. Fortunato de Almeida, Nelas;40.539692;-7.84902;Viseu;Público;CD
Escola Secundária de Nelas;40.528214;-7.8542747;Viseu;Público;DE
Escola Básica e Secundária de Oliveira de Frades;40.72592;-8.174087;Viseu;Público;CDE
Escola Básica de Ínsua, Penalva do Castelo;40.679806;-7.6989813;Viseu;Público;ABCD
Escola Básica e Secundária de Penalva do Castelo;40.67994;-7.6954017;Viseu;Público;CDE
Escola Básica Álvaro Coutinho - o Magriço, Penedono;40.991398;-7.4001074;Viseu;Público;CD
ESPRORESENDE - Escola Profissional de Resende;41.109066;-7.942138;Viseu;Privado;O
Escola Básica D. António José de Castro, Resende;41.103603;-7.959234;Viseu;Público;CD
Escola Secundária de Resende;41.107243;-7.9583516;Viseu;Público;DE
Conservatório de Música e Artes do Dão;40.398743;-8.130387;Viseu;Privado;M
Escola Básica de Santa Comba Dão;40.403675;-8.134441;Viseu;Público;CD
Escola Secundária de Santa Comba Dão;40.4072;-8.130221;Viseu;Público;DE
ESPRODOURO - Escola Profissional do Alto Douro;41.145622;-7.403178;Viseu;Privado;DO
Escola Básica e Secundária de São João da Pesqueira;41.151466;-7.4099355;Viseu;Público;CDE
Escola Profissional de Carvalhais;40.78682;-8.113492;Viseu;Privado;O
Escola Básica de Santa Cruz da Trapa, São Pedro do Sul;40.767414;-8.146165;Viseu;Público;BCD
Escola Básica n.º 2 de São Pedro do Sul;40.757042;-8.069189;Viseu;Público;CD
Escola Secundária de São Pedro do Sul;40.757942;-8.06978;Viseu;Público;DE
Escola Básica de Ferreira de Aves, Sátão;40.794743;-7.6966825;Viseu;Público;ABCD
Escola Básica Ferreira Lapa, Sátão;40.746136;-7.7353606;Viseu;Público;CD
Escola Secundária Frei Rosa Viterbo, Sátão;40.741592;-7.7311554;Viseu;Público;DE
Conservatório Regional de Música de Ferreirim;40.946199;-7.491151;Viseu;Privado;M
Escola Profissional de Sernancelhe (ESPROSER);40.898335;-7.491995;Viseu;Privado;O
Escola Básica Padre João Rodrigues, Veiga, Sernancelhe;40.899937;-7.4856186;Viseu;Público;BCD
Escola Básica e Secundária Abel Botelho, Tabuaço;41.116673;-7.5702667;Viseu;Público;ABCDE
Escola Básica e Secundária Dr. José Leite de Vasconcelos, Tarouca;41.028621;-7.772346;Viseu;Público;CDE
Escola Profissional de Tondela;40.517303;-8.080383;Viseu;Privado;DO
Escola Básica de Tondela;40.518826;-8.089713;Viseu;Público;BCD
Escola Básica Professor Doutor Carlos Mota Pinto, Lajeosa do Dão, Tondela;40.54012;-7.9852357;Viseu;Público;BCD
Escola Secundária de Molelos, Tondela;40.53147216;-8.08689237;Viseu;Público;DE
Escola Básica de Campo de Besteiros, Tondela;40.561863;-8.123508;Viseu;Público;BCD
Escola Básica de Caramulo, Tondela;40.570976;-8.174443;Viseu;Público;CD
Escola Secundária de Tondela;40.51759;-8.085668;Viseu;Público;DE
Escola Básica Aquilino Ribeiro, Vila Nova de Paiva;40.85424;-7.7353334;Viseu;Público;CD
Escola Secundária de Vila Nova de Paiva;40.853123;-7.7339816;Viseu;Público;DE
Centro Educativo de São José - Casa Aguieira;40.66831452;-7.92564064;Viseu;Público;BCD
"Colégio ""Via Sacra""";40.6561;-7.905033;Viseu;Privado;BCD
Colégio da Imaculada Conceição;40.65819;-7.9214535;Viseu;Privado;BCDE
Conservatório Regional de Música Dr. José de Azeredo Perdigão;40.656948;-7.911889;Viseu;Privado;M
"Escola Básica Integrada e Secundária ""Jean Piaget""";40.702454;-7.9243774;Viseu;Privado;CDE
Escola de Dança Lugar Presente;40.66113;-7.908499;Viseu;Privado;M
Escola Profissional da Fundação D. Mariana Seixas (Sede);40.64155;-7.9091263;Viseu;Privado;DO
Escola Profissional da Torredeita;40.639618;-8.01958;Viseu;Privado;O
Escola Profissional Jean Piaget;40.73675;-7.939333;Viseu;Privado;O
Escola Profissional Profitecla (Deleg.);40.656754;-7.9126077;Viseu;Privado;O
Escola Secundária Alves Martins, Viseu;40.65436;-7.9167624;Viseu;Público;DE
Escola Secundária Emídio Navarro, Viseu;40.66066;-7.9075456;Viseu;Público;DE
Escola Secundária Viriato, Abraveses, Viseu;40.67259;-7.9136534;Viseu;Público;DE
Escola Básica n.º 3 de Mundão, Viseu;40.70183;-7.861076;Viseu;Público;CD
Escola Básica de Viso, Viseu;40.6549;-7.8824215;Viseu;Público;CD
Escola Básica Grão Vasco, Viseu;40.650963;-7.9149218;Viseu;Público;CD
Escola Básica João de Barros, Marzovelos, Viseu;40.653503;-7.9205794;Viseu;Público;BCD
Escola Básica D. Luis Loureiro, Silgueiros, Viseu;40.579117;-7.942424;Viseu;Público;CD
Escola Básica Infante D. Henrique, Repeses, Viseu;40.64203;-7.920926;Viseu;Público;CD
Escola Básica D. Duarte, Vil de Soito, Viseu;40.660397;-7.9796605;Viseu;Público;CD
Escola Básica Dr. Azeredo Perdigão, Abraveses, Viseu;40.67961;-7.9142976;Viseu;Público;CD
Escola Profissional de Vouzela;40.72747;-8.112852;Viseu;Privado;DO
Escola Básica de Campia, Vouzela;40.668133;-8.222648;Viseu;Público;BCD
Escola Secundária de Vouzela;40.720943;-8.102739;Viseu;Público;DE
